id,movie_uri,text,text_length,num_triples,triples
11,http://dbpedia.org/resource/Cabaret_Paradis,Cabaret Paradis is a 2006 French comedy film. It was released in France and Belgium on 12 April 2006.,101,10,"(dbr:Cabaret_Paradis, dbo:runtime, 5880.0) | (dbr:Cabaret_Paradis, dbo:director, dbr:Shirley_and_Dino) | (dbr:Cabaret_Paradis, dbo:producer, dbr:Philippe_Martin_(producer)) | (dbr:Cabaret_Paradis, dbo:producer, dbr:Lola_Gans) | (dbr:Cabaret_Paradis, dbo:starring, dbr:Riton_Liebman) | (dbr:Cabaret_Paradis, dbo:starring, dbr:Michel_Vuillermoz) | (dbr:Cabaret_Paradis, dbo:starring, dbr:Shirley_and_Dino) | (dbr:Cabaret_Paradis, dbo:starring, dbr:Christian_Hecq) | (dbr:Cabaret_Paradis, dbo:starring, dbr:Maaike_Jansen) | (dbr:Cabaret_Paradis, dbo:writer, dbr:Shirley_and_Dino)"
12,http://dbpedia.org/resource/Cabaret_Woman,Cabaret Woman is a 1974 Spanish comedy film directed by Pedro Lazaga and starring Carmen Sevilla and José María Rodero.,119,5,"(dbr:Cabaret_Woman, dbo:releaseDate, 1974-12-02) | (dbr:Cabaret_Woman, dbo:runtime, 5820.0) | (dbr:Cabaret_Woman, dbo:director, dbr:Pedro_Lazaga) | (dbr:Cabaret_Woman, dbo:starring, dbr:Carmen_Sevilla) | (dbr:Cabaret_Woman, dbo:starring, dbr:José_María_Rodero)"
13,http://dbpedia.org/resource/Cabascabo,"Cabascabo is a 1968 Nigerien-French drama film directed by Oumarou Ganda. It was entered into the 6th Moscow International Film Festival, where it won a Diploma.",161,4,"(dbr:Cabascabo, dbo:runtime, 2700.0) | (dbr:Cabascabo, dbo:director, dbr:Oumarou_Ganda) | (dbr:Cabascabo, dbo:starring, dbr:Oumarou_Ganda) | (dbr:Cabascabo, dbo:writer, dbr:Oumarou_Ganda)"
14,http://dbpedia.org/resource/Cabeza_de_Vaca_(film),"Cabeza de Vaca is a 1991 Mexican film directed by Nicolás Echevarría and starring Juan Diego about the adventures of Álvar Núñez Cabeza de Vaca, an early Spanish explorer, as he traversed what later became the American South.",225,9,"(dbr:Cabeza_de_Vaca_(film), dbo:runtime, 6720.0) | (dbr:Cabeza_de_Vaca_(film), dbo:director, dbr:Nicolás_Echevarría) | (dbr:Cabeza_de_Vaca_(film), dbo:starring, dbr:Juan_Diego_(actor)) | (dbr:Cabeza_de_Vaca_(film), dbo:starring, dbr:Daniel_Giménez_Cacho) | (dbr:Cabeza_de_Vaca_(film), dbo:starring, dbr:Roberto_Sosa_(actor)) | (dbr:Cabeza_de_Vaca_(film), dbo:starring, dbr:Carlos_Castañón) | (dbr:Cabeza_de_Vaca_(film), dbo:starring, dbr:Gerardo_Villarreal) | (dbr:Cabeza_de_Vaca_(film), dbo:writer, dbr:Álvar_Núñez_Cabeza_de_Vaca) | (dbr:Cabeza_de_Vaca_(film), dbo:writer, dbr:Guillermo_Sheridan)"
15,http://dbpedia.org/resource/Cabin_Boy,"Cabin Boy is a 1994 American fantasy comedy film directed by Adam Resnick, co-produced by Tim Burton, and starring comedian Chris Elliott. Elliott co-wrote the film with Resnick. Both Elliott and Resnick worked for Late Night with David Letterman in the 1980s as well as co-creating the Fox sitcom Get a Life in the early 1990s.",328,12,"(dbr:Cabin_Boy, dbo:runtime, 4800.0) | (dbr:Cabin_Boy, dbo:director, dbr:Adam_Resnick) | (dbr:Cabin_Boy, dbo:producer, dbr:Denise_Di_Novi) | (dbr:Cabin_Boy, dbo:producer, dbr:Tim_Burton) | (dbr:Cabin_Boy, dbo:starring, dbr:Brian_Doyle-Murray) | (dbr:Cabin_Boy, dbo:starring, dbr:Ritch_Brinkley) | (dbr:Cabin_Boy, dbo:starring, dbr:Melora_Walters) | (dbr:Cabin_Boy, dbo:starring, dbr:Chris_Elliott) | (dbr:Cabin_Boy, dbo:starring, dbr:Brion_James) | (dbr:Cabin_Boy, dbo:starring, dbr:James_Gammon) | (dbr:Cabin_Boy, dbo:writer, dbr:Chris_Elliott) | (dbr:Cabin_Boy, dbo:writer, dbr:Adam_Resnick)"
16,http://dbpedia.org/resource/Cabin_Fever:_Patient_Zero,"Cabin Fever: Patient Zero is a 2014 American science fiction horror film directed by Kaare Andrews and written by Jake Wade Wall; it serves as a prequel to Cabin Fever, and the third installment of the Cabin Fever franchise. Starring Ryan Donowho, Brando Eaton, Jillian Murray, Mitch Ryan, Lydia Hearst and Sean Astin; the plot centers around a bachelor party on an isolated island, which inadvertently releases the disease from the previous two installments.",459,8,"(dbr:Cabin_Fever:_Patient_Zero, dbo:runtime, 5700.0) | (dbr:Cabin_Fever:_Patient_Zero, dbo:director, dbr:Kaare_Andrews) | (dbr:Cabin_Fever:_Patient_Zero, dbo:starring, dbr:Brando_Eaton) | (dbr:Cabin_Fever:_Patient_Zero, dbo:starring, dbr:Ryan_Donowho) | (dbr:Cabin_Fever:_Patient_Zero, dbo:starring, dbr:Lydia_Hearst) | (dbr:Cabin_Fever:_Patient_Zero, dbo:starring, dbr:Jillian_Murray) | (dbr:Cabin_Fever:_Patient_Zero, dbo:starring, dbr:Sean_Astin) | (dbr:Cabin_Fever:_Patient_Zero, dbo:starring, dbr:Mitch_Ryan)"
17,http://dbpedia.org/resource/Cabin_Fever_(2002_film),"Cabin Fever is a 2002 American comedy horror film co-written and directed by Eli Roth and the first installment in the Cabin Fever franchise. The film stars Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent, Joey Kern, and Giuseppe Andrews. Inspired by a real-life experience where Roth developed a skin infection during a trip to Iceland, the story follows a group of college students who rent a cabin in the woods and fall victim to an unknown flesh-eating disease.",474,10,"(dbr:Cabin_Fever_(2002_film), dbo:runtime, 5640.0) | (dbr:Cabin_Fever_(2002_film), dbo:director, dbr:Eli_Roth) | (dbr:Cabin_Fever_(2002_film), dbo:producer, dbr:Eli_Roth) | (dbr:Cabin_Fever_(2002_film), dbo:starring, dbr:Rider_Strong) | (dbr:Cabin_Fever_(2002_film), dbo:starring, dbr:Giuseppe_Andrews) | (dbr:Cabin_Fever_(2002_film), dbo:starring, dbr:Cerina_Vincent) | (dbr:Cabin_Fever_(2002_film), dbo:starring, dbr:Jordan_Ladd) | (dbr:Cabin_Fever_(2002_film), dbo:starring, dbr:Arie_Verveen) | (dbr:Cabin_Fever_(2002_film), dbo:starring, dbr:Joey_Kern) | (dbr:Cabin_Fever_(2002_film), dbo:writer, dbr:Eli_Roth)"
18,http://dbpedia.org/resource/Cabin_Fever_(2016_film),"Cabin Fever is a 2016 American horror film directed by Travis Zariwny and written by Eli Roth and Randy Pearlstein as a remake of Roth's 2002 film of the same name and the fourth and final installment in the Cabin Fever franchise. The film stars Samuel Davis, Gage Golightly, Matthew Daddario, Nadine Crocker, and Dustin Ingram. The film was released on February 12, 2016, by IFC Midnight. The film was universally panned by critics and underperformed at the box office.",470,5,"(dbr:Cabin_Fever_(2016_film), dbo:runtime, 5880.0) | (dbr:Cabin_Fever_(2016_film), dbo:starring, dbr:Matthew_Daddario) | (dbr:Cabin_Fever_(2016_film), dbo:starring, dbr:Gage_Golightly) | (dbr:Cabin_Fever_(2016_film), dbo:starring, dbr:Dustin_Ingram) | (dbr:Cabin_Fever_(2016_film), dbo:writer, dbr:Eli_Roth)"
19,http://dbpedia.org/resource/Cabin_Pressure_(film),"Cabin Pressure is a 2002 Canadian action film. The television film was broadcast in 2003 and released to home media shortly after. Cabin Pressure stars Craig Sheffer, John Pyper-Ferguson, and Michael Kopsa.",206,5,"(dbr:Cabin_Pressure_(film), dbo:runtime, 5580.0) | (dbr:Cabin_Pressure_(film), dbo:producer, dbr:Harold_Lee_Tichenor) | (dbr:Cabin_Pressure_(film), dbo:starring, dbr:John_Pyper-Ferguson) | (dbr:Cabin_Pressure_(film), dbo:starring, dbr:Craig_Sheffer) | (dbr:Cabin_Pressure_(film), dbo:starring, dbr:Michael_Kopsa)"
20,http://dbpedia.org/resource/Cabin_by_the_Lake,"Cabin by the Lake is a horror TV movie released on USA Network on February 1, 2000. It tells the story of Stanley, played by Judd Nelson, a script writer who begins killing girls for research for a movie he is writing, where the villain does the same thing. A 2001 sequel titled Return to Cabin by the Lake follows Stanley's attempts to make a film based on his previous murders by posing as the film's director.",412,8,"(dbr:Cabin_by_the_Lake, dbo:runtime, 5460.0) | (dbr:Cabin_by_the_Lake, dbo:director, dbr:Po-Chih_Leong) | (dbr:Cabin_by_the_Lake, dbo:genre, dbr:Horror_film) | (dbr:Cabin_by_the_Lake, dbo:producer, dbr:John_V._Stuckmeyer) | (dbr:Cabin_by_the_Lake, dbo:producer, dbr:Judith_Craig_Marlin) | (dbr:Cabin_by_the_Lake, dbo:starring, dbr:Judd_Nelson) | (dbr:Cabin_by_the_Lake, dbo:starring, dbr:Hedy_Burress) | (dbr:Cabin_by_the_Lake, dbo:starring, dbr:Michael_Weatherly)"
21,http://dbpedia.org/resource/Cabin_in_the_Sky_(film),"Cabin in the Sky is a 1943 American musical film based on the 1940 Broadway musical of the same name. The first feature film directed by Vincente Minnelli, Cabin in the Sky features an all-black cast and stars Ethel Waters, Eddie ""Rochester"" Anderson and Lena Horne. Waters and Rex Ingram reprise their roles from the Broadway production as Petunia and Lucifer Junior, respectively. The film was Horne's first and only leading role in an MGM musical. Louis Armstrong is also featured in the film as one of Lucifer Junior's minions, and Duke Ellington and his Orchestra have a showcase musical number in the film.",612,11,"(dbr:Cabin_in_the_Sky_(film), dbo:runtime, 5880.0) | (dbr:Cabin_in_the_Sky_(film), dbo:director, dbr:Vincente_Minnelli) | (dbr:Cabin_in_the_Sky_(film), dbo:director, dbr:Busby_Berkeley) | (dbr:Cabin_in_the_Sky_(film), dbo:producer, dbr:Albert_Lewis_(producer)) | (dbr:Cabin_in_the_Sky_(film), dbo:producer, dbr:Arthur_Freed) | (dbr:Cabin_in_the_Sky_(film), dbo:starring, dbr:Rex_Ingram_(actor)) | (dbr:Cabin_in_the_Sky_(film), dbo:starring, dbr:Lena_Horne) | (dbr:Cabin_in_the_Sky_(film), dbo:starring, dbr:Louis_Armstrong) | (dbr:Cabin_in_the_Sky_(film), dbo:starring, dbr:Eddie_%22Rochester%22_Anderson) | (dbr:Cabin_in_the_Sky_(film), dbo:starring, dbr:Ethel_Waters) | (dbr:Cabin_in_the_Sky_(film), dbo:writer, dbr:Marc_Connelly)"
22,http://dbpedia.org/resource/Cabiria,"Cabiria is a 1914 Italian epic silent film, directed by Giovanni Pastrone and shot in Turin. The film is set in ancient Sicily, Carthage, and Cirta during the period of the Second Punic War. It follows the story of an abducted little girl, Cabiria, and features an eruption of Mount Etna, religious rituals in Carthage, the alpine trek of Hannibal, Archimedes' defeat of the Roman fleet at the Siege of Syracuse and Scipio maneuvering in North Africa. Apart from being a classic on its own terms, the film is also notable for being the first film in which the long-running film character Maciste makes his debut. According to Martin Scorsese, in this work Pastrone invented the epic movie and deserves credit for many of the innovations often attributed to D.W. Griffith and Cecil B. DeMille. Among t",800,6,"(dbr:Cabiria, dbo:runtime, 8880.0) | (dbr:Cabiria, dbo:director, dbr:Giovanni_Pastrone) | (dbr:Cabiria, dbo:producer, dbr:Giovanni_Pastrone) | (dbr:Cabiria, dbo:starring, dbr:Bartolomeo_Pagano) | (dbr:Cabiria, dbo:writer, dbr:Gabriele_D'Annunzio) | (dbr:Cabiria, dbo:writer, dbr:Giovanni_Pastrone)"
23,http://dbpedia.org/resource/Caboblanco,"Caboblanco is a 1980 American drama film directed by J. Lee Thompson, starring Charles Bronson, Dominique Sanda and Jason Robards. The film has often been described as a remake of Casablanca.",191,8,"(dbr:Caboblanco, dbo:runtime, 5220.0) | (dbr:Caboblanco, dbo:director, dbr:J._Lee_Thompson) | (dbr:Caboblanco, dbo:starring, dbr:Denny_Miller) | (dbr:Caboblanco, dbo:starring, dbr:Fernando_Rey) | (dbr:Caboblanco, dbo:starring, dbr:Jason_Robards) | (dbr:Caboblanco, dbo:starring, dbr:Charles_Bronson) | (dbr:Caboblanco, dbo:starring, dbr:Dominique_Sanda) | (dbr:Caboblanco, dbo:writer, dbr:Morton_S._Fine)"
24,http://dbpedia.org/resource/Cabocla,"Cabocla is a Brazilian telenovela produced and broadcast by Rede Globo. It premiered on 10 May 2004, replacing Chocolate com Pimenta, and ended on 20 November 2004, replaced by Como uma Onda. The telenovela is written by Ricardo Waddington, with the collaboration of Edmara Barbosa and Edilene Barbosa. It is based on the 1979 telenovela of the same name and originally shown on Rede Globo.",390,19,"(dbr:Cabocla, dbo:releaseDate, 2004-05-10) | (dbr:Cabocla, dbo:runtime, 2700.0) | (dbr:Cabocla, dbo:genre, dbr:Telenovela) | (dbr:Cabocla, dbo:starring, dbr:Carolina_Kasting) | (dbr:Cabocla, dbo:starring, dbr:Patrícia_Pillar) | (dbr:Cabocla, dbo:starring, dbr:Regiane_Alves) | (dbr:Cabocla, dbo:starring, dbr:Reginaldo_Faria) | (dbr:Cabocla, dbo:starring, dbr:Vanessa_Giácomo) | (dbr:Cabocla, dbo:starring, dbr:Vera_Holtz) | (dbr:Cabocla, dbo:starring, dbr:Mauro_Mendonça) | (dbr:Cabocla, dbo:starring, dbr:Malvino_Salvador) | (dbr:Cabocla, dbo:starring, dbr:Tony_Ramos) | (dbr:Cabocla, dbo:starring, dbr:Daniel_de_Oliveira_(actor)) | (dbr:Cabocla, dbo:starring, dbr:Danton_Mello) | (dbr:Cabocla, dbo:starring, dbr:Eriberto_Leão) | (dbr:Cabocla, dbo:starring, dbr:Othon_Bastos) | (dbr:Cabocla, dbo:starring, dbr:Otávio_Augusto) | (dbr:Cabocla, dbo:starring, dbr:Jussara_Freire) | (dbr:Cabocla, dbo:starring, dbr:Maria_Flor)"
25,http://dbpedia.org/resource/Caccia_all'uomo,"Caccia all'uomo is a 1961 Italian crime-drama film directed by Riccardo Freda and starring Eleonora Rossi Drago, Yvonne Furneaux and Umberto Orsini.",148,5,"(dbr:Caccia_all'uomo, dbo:director, dbr:Riccardo_Freda) | (dbr:Caccia_all'uomo, dbo:producer, dbr:Mario_Cecchi_Gori) | (dbr:Caccia_all'uomo, dbo:starring, dbr:Eleonora_Rossi_Drago) | (dbr:Caccia_all'uomo, dbo:starring, dbr:Yvonne_Furneaux) | (dbr:Caccia_all'uomo, dbo:writer, dbr:Luciano_Martino)"
26,http://dbpedia.org/resource/Cacería,"Cacería is a 2002 Argentine action thriller film directed and written by Ezio Massa and Jorge Bechara. Starring Luis Luque, Claribel Medina, Juan Palomino and Carlos Leyes.",172,5,"(dbr:Cacería, dbo:releaseDate, 2002-04-11) | (dbr:Cacería, dbo:runtime, 5400.0) | (dbr:Cacería, dbo:director, dbr:Ezio_Massa) | (dbr:Cacería, dbo:producer, dbr:Marcelo_Altmark) | (dbr:Cacería, dbo:writer, dbr:Ezio_Massa)"
27,http://dbpedia.org/resource/Caché_(film),"Caché, also known as Hidden, is a 2005 neo-noir psychological thriller film written and directed by Michael Haneke and starring Daniel Auteuil and Juliette Binoche. The plot follows an upper-middle-class French couple, Georges (Auteuil) and Anne (Binoche), who are terrorised by anonymous tapes that appear on their front porch and seem to show the family is under surveillance. Clues in the videos point to Georges's childhood memories, and his resistance to his parents' adopting an Algerian orphan named Majid, who was sent away.",532,11,"(dbr:Caché_(film), dbo:runtime, 7080.0) | (dbr:Caché_(film), dbo:director, dbr:Michael_Haneke) | (dbr:Caché_(film), dbo:starring, dbr:Bernard_Le_Coq) | (dbr:Caché_(film), dbo:starring, dbr:Denis_Podalydès) | (dbr:Caché_(film), dbo:starring, dbr:Juliette_Binoche) | (dbr:Caché_(film), dbo:starring, dbr:Annie_Girardot) | (dbr:Caché_(film), dbo:starring, dbr:Daniel_Auteuil) | (dbr:Caché_(film), dbo:starring, dbr:Daniel_Duval) | (dbr:Caché_(film), dbo:starring, dbr:Nathalie_Richard) | (dbr:Caché_(film), dbo:starring, dbr:Maurice_Bénichou) | (dbr:Caché_(film), dbo:writer, dbr:Michael_Haneke)"
28,http://dbpedia.org/resource/Cactus_(2008_film),"Cactus is a 2008 Australian mystery-thriller film, it is the directing debut for Jasmine Yuen-Carrucan.",103,4,"(dbr:Cactus_(2008_film), dbo:runtime, 5100.0) | (dbr:Cactus_(2008_film), dbo:starring, dbr:David_Lyons_(actor)) | (dbr:Cactus_(2008_film), dbo:starring, dbr:Bryan_Brown) | (dbr:Cactus_(2008_film), dbo:starring, dbr:Shane_Jacobson)"
29,http://dbpedia.org/resource/Cactus_Flower_(film),"Cactus Flower is a 1969 American screwball comedy film directed by Gene Saks, and starring Walter Matthau, Ingrid Bergman and Goldie Hawn, who won an Academy Award for her performance.",184,7,"(dbr:Cactus_Flower_(film), dbo:runtime, 6180.0) | (dbr:Cactus_Flower_(film), dbo:director, dbr:Gene_Saks) | (dbr:Cactus_Flower_(film), dbo:producer, dbr:Mike_Frankovich) | (dbr:Cactus_Flower_(film), dbo:starring, dbr:Goldie_Hawn) | (dbr:Cactus_Flower_(film), dbo:starring, dbr:Walter_Matthau) | (dbr:Cactus_Flower_(film), dbo:starring, dbr:Ingrid_Bergman) | (dbr:Cactus_Flower_(film), dbo:writer, dbr:I._A._L._Diamond)"
30,http://dbpedia.org/resource/Cactus_Makes_Perfect,"Cactus Makes Perfect  is a 1942 short subject directed by Del Lord starring American slapstick comedy team The Three Stooges. It is the 61st entry in the series released by Columbia Pictures starring the comedians, who released 190 shorts for the studio between 1934 and 1959.",276,13,"(dbr:Cactus_Makes_Perfect, dbo:runtime, 1038.0) | (dbr:Cactus_Makes_Perfect, dbo:director, dbr:Del_Lord) | (dbr:Cactus_Makes_Perfect, dbo:producer, dbr:Del_Lord) | (dbr:Cactus_Makes_Perfect, dbo:producer, dbr:Hugh_McCollum) | (dbr:Cactus_Makes_Perfect, dbo:starring, dbr:Vernon_Dent) | (dbr:Cactus_Makes_Perfect, dbo:starring, dbr:Moe_Howard) | (dbr:Cactus_Makes_Perfect, dbo:starring, dbr:Monte_Collins) | (dbr:Cactus_Makes_Perfect, dbo:starring, dbr:Curly_Howard) | (dbr:Cactus_Makes_Perfect, dbo:starring, dbr:Eddie_Laughton) | (dbr:Cactus_Makes_Perfect, dbo:starring, dbr:Ernie_Adams_(actor)) | (dbr:Cactus_Makes_Perfect, dbo:starring, dbr:Larry_Fine) | (dbr:Cactus_Makes_Perfect, dbo:writer, dbr:Elwood_Ullman) | (dbr:Cactus_Makes_Perfect, dbo:writer, dbr:Monte_Collins)"
